1609060367924369152,0,1609060367924369152,-0.000000,0.000000,0.000000,0.999051,0.000292,0.043030,-0.006768,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368024403200,1,1609060368024403200,0.001162,0.000477,-0.000728,0.999192,0.000341,0.039562,-0.007070,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368124453120,2,1609060368124453120,0.004315,0.001272,-0.001669,0.999318,0.000663,0.036284,-0.006754,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368224472064,3,1609060368224472064,0.006779,0.001806,-0.002860,0.999416,0.000806,0.033462,-0.006871,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368324477952,4,1609060368324477952,0.007775,0.002011,-0.002997,0.999466,0.000818,0.031870,-0.007176,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368424495872,5,1609060368424495872,0.007557,0.002525,-0.001259,0.999456,0.000989,0.032264,-0.006753,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368524547072,6,1609060368524547072,0.006012,0.002173,-0.000723,0.999422,0.001205,0.033130,-0.007513,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368624582144,7,1609060368624582144,0.002856,0.000343,0.000336,0.999508,0.001424,0.030529,-0.007046,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368724616960,8,1609060368724616960,-0.003524,0.000430,0.010965,0.999681,0.002156,0.022567,-0.011104,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368824632832,9,1609060368824632832,-0.012164,-0.001690,0.040066,0.999794,0.002825,0.015635,-0.012668,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368924637184,10,1609060368924637184,-0.021627,-0.005245,0.091927,0.999868,0.003374,0.010350,-0.012048,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369024702976,11,1609060369024702976,-0.028545,-0.009808,0.168608,0.999902,0.003384,0.007254,-0.011451,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369124769024,12,1609060369124769024,-0.034350,-0.014456,0.268476,0.999882,0.003256,0.004823,-0.014204,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369224730880,13,1609060369224730880,-0.036582,-0.021884,0.388710,0.999878,0.003056,0.003338,-0.014962,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369324809984,14,1609060369324809984,-0.035640,-0.031110,0.528228,0.999879,0.002819,0.003338,-0.014937,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369424814080,15,1609060369424814080,-0.031954,-0.042169,0.682339,0.999897,0.002693,0.003455,-0.013640,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369524892928,16,1609060369524892928,-0.026130,-0.054966,0.845546,0.999959,0.002417,0.003858,-0.007828,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369624857856,17,1609060369624857856,-0.016642,-0.068257,1.008681,-0.999988,-0.002421,-0.004194,-0.000823,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369724935936,18,1609060369724935936,-0.006246,-0.080134,1.166399,-0.999876,-0.002381,-0.004230,-0.014959,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369824958976,19,1609060369824958976,0.006403,-0.087392,1.314253,-0.999492,-0.002749,-0.003933,-0.031506,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369924936960,20,1609060369924936960,0.022607,-0.087887,1.452410,-0.999023,-0.003015,-0.003961,-0.043904,0.0,0.0,0.0,0.0,0.0,0.0,
