1609060366824066048,0,1609060366824066048,0.000000,0.000000,0.000000,-0.999781,0.000161,-0.019150,-0.008413,0.0,0.0,0.0,0.0,0.0,0.0,
1609060366924113920,1,1609060366924113920,-0.005940,0.000283,0.002536,-0.999777,-0.000321,-0.019586,-0.007874,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367024167936,2,1609060367024167936,-0.012221,-0.000483,0.004761,-0.999764,0.000077,-0.019683,-0.009243,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367124152832,3,1609060367124152832,-0.019024,-0.000615,0.006867,-0.999773,0.000027,-0.019370,-0.008908,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367224185856,4,1609060367224185856,-0.025912,-0.000747,0.008937,-0.999777,-0.000337,-0.019412,-0.008361,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367324229120,5,1609060367324229120,-0.033172,-0.000840,0.010725,-0.999778,-0.000055,-0.019255,-0.008540,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367424196096,6,1609060367424196096,-0.040616,-0.000664,0.013103,-0.999777,-0.000161,-0.019219,-0.008777,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367524274944,7,1609060367524274944,-0.048548,-0.000471,0.015719,-0.999767,-0.000574,-0.019911,-0.008334,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367624305920,8,1609060367624305920,-0.056936,-0.000603,0.018046,-0.999763,-0.000405,-0.020067,-0.008449,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367724327168,9,1609060367724327168,-0.065043,-0.000733,0.020030,-0.999765,-0.000354,-0.019889,-0.008578,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367824321024,10,1609060367824321024,-0.073482,-0.000482,0.022062,-0.999781,-0.000771,-0.019134,-0.008418,0.0,0.0,0.0,0.0,0.0,0.0,
1609060367924369152,11,1609060367924369152,-0.082679,-0.000438,0.024899,-0.999781,-0.000631,-0.019137,-0.008437,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368024403200,12,1609060368024403200,-0.090729,-0.000612,0.026354,-0.999843,-0.000747,-0.015647,-0.008230,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368124453120,13,1609060368124453120,-0.084704,-0.032543,0.074877,-0.999891,-0.001096,-0.012196,-0.008278,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368224472064,14,1609060368224472064,-0.150815,-0.102632,0.158931,-0.999915,-0.001113,-0.009969,-0.008360,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368324477952,15,1609060368324477952,-0.108236,-0.098462,0.142661,-0.999927,-0.001057,-0.008694,-0.008362,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368424495872,16,1609060368424495872,-0.117698,-0.111980,0.159767,-0.999919,-0.001247,-0.009130,-0.008837,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368524547072,17,1609060368524547072,-0.128609,-0.126612,0.178325,-0.999921,-0.001532,-0.009879,-0.007635,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368624582144,18,1609060368624582144,-0.141371,-0.143835,0.199973,-0.999939,-0.001853,-0.007629,-0.007813,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368724616960,19,1609060368724616960,-0.161406,-0.160622,0.233651,-0.999989,-0.002629,0.000396,-0.003776,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368824632832,20,1609060368824632832,-0.179954,-0.178977,0.285663,-0.999965,-0.003209,0.007190,-0.002734,0.0,0.0,0.0,0.0,0.0,0.0,
1609060368924637184,21,1609060368924637184,-0.211238,-0.197925,0.361772,-0.999910,-0.003816,0.012463,-0.003332,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369024702976,22,1609060369024702976,-0.291285,-0.206129,0.478770,-0.999863,-0.003813,0.015536,-0.004320,0.0,0.0,0.0,0.0,0.0,0.0,
1609060369124769024,23,1609060369124769024,-0.307445,-0.225142,0.593973,-0.999825,-0.003618,0.018269,-0.001560,0.0,0.0,0.0,0.0,0.0,0.0,
