1609060336768428032,0,1609060336768428032,-0.000043,-0.000466,-0.000104,0.000033,0.000106,0.000061,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060336823597824,1,1609060336823597824,-0.000098,-0.000761,-0.000163,-0.000009,0.000066,0.000044,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060336868519168,2,1609060336868519168,-0.000105,-0.001011,-0.000186,0.000075,0.000066,0.000060,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060336926616832,3,1609060336926616832,-0.000164,-0.001372,-0.000175,0.000024,0.000046,-0.000006,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060336968499968,4,1609060336968499968,0.000201,-0.001027,-0.000141,0.000077,0.000050,0.000077,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337029714944,5,1609060337029714944,0.000078,-0.001455,-0.000106,0.000092,0.000069,0.000044,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337068536064,6,1609060337068536064,-0.000400,-0.000782,-0.000167,0.000079,0.000062,0.000049,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337101654016,7,1609060337101654016,-0.000586,-0.000627,-0.000192,-0.000030,-0.000014,0.000181,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337168557056,8,1609060337168557056,-0.000736,-0.000505,-0.000097,0.000127,0.000090,0.000030,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337201257984,9,1609060337201257984,-0.000905,-0.000372,-0.000154,0.000043,0.000097,0.000191,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337268552960,10,1609060337268552960,-0.000542,-0.000802,-0.000212,0.000073,0.000091,0.000055,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337304524800,11,1609060337304524800,-0.003704,-0.000034,-0.002018,0.000070,-0.000015,0.000037,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337368585984,12,1609060337368585984,-0.003901,0.000591,-0.001843,0.000100,0.000002,0.000038,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337407859200,13,1609060337407859200,-0.004370,0.001622,-0.000944,0.000007,-0.000079,0.000068,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337468621056,14,1609060337468621056,-0.003544,0.001704,-0.001213,0.000117,0.000034,-0.000013,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337510434816,15,1609060337510434816,-0.002907,-0.001210,-0.000381,0.000018,0.000031,0.000132,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337568702976,16,1609060337568702976,-0.001790,-0.001362,-0.000315,0.000114,0.000041,0.000084,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337613559040,17,1609060337613559040,-0.000638,0.002332,0.000754,0.000031,0.000031,0.000019,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337668667136,18,1609060337668667136,-0.000345,0.001248,0.000472,0.000142,0.000090,0.000007,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337717406976,19,1609060337717406976,-0.003281,0.002054,0.000272,0.000031,-0.000006,-0.000016,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337768697088,20,1609060337768697088,-0.003387,0.001177,-0.000392,0.000125,0.000051,0.000033,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337819787008,21,1609060337819787008,-0.003024,0.000219,0.001746,-0.000013,0.000060,0.000082,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337868706816,22,1609060337868706816,-0.002128,-0.000182,0.000803,0.000103,0.000079,0.000033,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337923016960,23,1609060337923016960,-0.001345,-0.000454,0.000988,-0.000005,0.000101,0.000120,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060337968756992,24,1609060337968756992,-0.000724,-0.000262,0.000216,0.000134,0.000062,0.000052,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338026206976,25,1609060338026206976,-0.001300,-0.001555,0.000233,0.000023,0.000047,0.000120,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338068766976,26,1609060338068766976,-0.000923,-0.001424,-0.000212,0.000154,0.000057,0.000086,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338129706752,27,1609060338129706752,-0.001085,-0.000165,0.002024,-0.000004,0.000079,0.000043,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338168817152,28,1609060338168817152,-0.002022,-0.001247,0.001370,0.000110,0.000114,0.000057,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338201916928,29,1609060338201916928,-0.004645,-0.000084,-0.000233,-0.000019,-0.000052,0.000014,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338268897024,30,1609060338268897024,-0.006539,-0.001108,-0.001302,0.000093,0.000001,0.000061,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338301547008,31,1609060338301547008,-0.005823,-0.000528,-0.001581,0.000035,-0.000083,0.000046,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338368916992,32,1609060338368916992,-0.005051,-0.000442,-0.002437,0.000125,-0.000038,0.000084,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338406276864,33,1609060338406276864,-0.005118,0.000661,-0.002181,0.000009,-0.000057,0.000015,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338468896768,34,1609060338468896768,-0.004135,0.001411,-0.001571,0.000110,-0.000004,0.000037,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338507437056,35,1609060338507437056,-0.003928,0.000639,-0.002785,0.000072,-0.000075,0.000056,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338569697024,36,1609060338569697024,-0.003227,-0.001296,-0.002185,0.000155,-0.000019,0.000080,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338612087040,37,1609060338612087040,-0.003301,0.000702,-0.000775,0.000024,-0.000011,0.000041,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338669126912,38,1609060338669126912,-0.003770,-0.000572,0.000130,0.000115,0.000065,0.000059,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338701137152,39,1609060338701137152,-0.005070,0.001477,-0.002234,0.000114,-0.000059,-0.000022,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338768986880,40,1609060338768986880,-0.004929,-0.000062,-0.002570,0.000131,-0.000048,0.000049,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338801276928,41,1609060338801276928,-0.003914,0.000124,-0.002352,0.000094,-0.000006,-0.000001,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338869036800,42,1609060338869036800,-0.002822,-0.000945,-0.002100,0.000145,-0.000023,0.000080,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338904267008,43,1609060338904267008,-0.003933,-0.000276,-0.002422,0.000068,-0.000042,-0.000033,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060338969096960,44,1609060338969096960,-0.003019,-0.000903,-0.002329,0.000155,-0.000029,0.000069,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339010097152,45,1609060339010097152,-0.002145,0.000059,-0.001542,-0.000029,-0.000042,0.000073,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339069106944,46,1609060339069106944,-0.000976,0.000567,-0.000817,0.000149,0.000047,0.000017,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339111696896,47,1609060339111696896,-0.001674,0.002802,-0.000449,-0.000002,-0.000003,0.000012,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339169116928,48,1609060339169116928,-0.001381,0.001715,-0.000466,0.000126,0.000034,0.000005,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339214297088,49,1609060339214297088,-0.003379,0.001353,0.000176,0.000001,0.000010,0.000008,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339269166848,50,1609060339269166848,-0.005025,-0.001384,-0.000179,0.000057,0.000023,0.000051,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339318017024,51,1609060339318017024,-0.005632,-0.001445,-0.000243,0.000047,0.000008,0.000001,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339369657088,52,1609060339369657088,-0.006697,-0.001875,-0.001017,0.000089,0.000001,0.000076,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339421946880,53,1609060339421946880,-0.004081,-0.000445,0.001020,-0.000000,0.000072,0.000035,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
1609060339469177088,54,1609060339469177088,-0.004400,-0.000711,0.000367,0.000098,0.000066,0.000019,1.000000,0.0,0.0,0.0,0.0,0.0,0.0,
